0.8289 2.5  1.5294   168
0.8533 2.5  1.2706   168
0.8776 2.5  0.9576  1391
0.9021 2.5  0.8257  1674
0.9265 2.5  0.7612  1175
0.9510 2.5  0.8704  1533
0.9755 2.5  0.9996  1080
1.0001 2.5  1.1476   336
1.0247 2.5  1.5002  2849
1.0493 2.5 -0.9999 23476
1.0740 2.5 -0.9999 -9999
1.0987 2.5 -0.9999 -9999
1.1234 2.5 -0.9999 -9999
1.1482 2.5 -0.9999 -9999
1.1730 2.5 -0.9999 -9999
1.1978 2.5 -0.9999 -9999
1.2227 2.5 -0.9999 -9999
1.2476 2.5 -0.9999 -9999
1.2726 2.5 -0.9999 -9999
1.2976 2.5 -0.9999 -9999
1.3226 2.5 -0.9999 -9999
1.3476 2.5 -0.9999 -9999
1.3727 2.5 -0.9999 -9999
1.3978 2.5 -0.9999 -9999
1.4230 2.5 -0.9999 -9999
1.4482 2.5 -0.9999 -9999
1.4734 2.5 -0.9999 -9999
1.4910 5.0 -0.9999 -9999
1.4987 2.5 -0.9999 -9999
1.5240 2.5 -0.9999 -9999
1.5490 2.5 -0.9999 -9999
1.5520 5.0 -0.9999 -9999
1.5747 2.5 -0.9999 -9999
1.6001 2.5 -0.9999 -9999
1.6150 5.0 -0.9999 -9999
1.6750 5.0 -0.9999 -9999
1.7350 5.0 -0.9999 -9999
1.7950 5.0 -0.9999 -9999
1.8530 5.0 -0.9999 -9999
1.9130 5.0 -0.9999 -9999
1.9700 5.0 -0.9999 -9999
2.0280 5.0 -0.9999 -9999
2.0840 5.0 -0.9999 -9999
2.1400 5.0 -0.9999 -9999
2.1960 5.0 -0.9999 -9999
2.2520 5.0 -0.9999 -9999
2.3060 5.0 -0.9999 -9999
2.3610 5.0 -0.9999 -9999
2.4140 5.0 -0.9999 -9999
2.4660 5.0 -0.9999 -9999
2.5190 5.0 -0.9999 -9999
2.5700 5.0 -0.9999 -9999
